,candidate_id,name,state,party,office,candidate_status,district,election_year,incumbent_challenge_full,has_raised_funds,amount_raised,amount_spent,cash_on_hand_end_period,debts_owed_by_committee,coverage_end_date,is_election,federal_funds_flag
4054,P60016342,"DE  LA  FUENTE, ROQUE ROCKY",US,REPUBLICAN,President,present-candidate,00,2020,Challenger,True,15535522.08,15515911.68,51676.48,1281057.88,2020-07-31,True,False
4055,S0RI00067,"WATERS, ALLEN",RI,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,21916.75,14692.4,7224.35,8445.42,2020-08-19,True,False
4056,P00010660,"MCCRAY, VALERIE LIN DR.",US,INDEPENDENT,President,present-candidate,00,2020,Challenger,True,14786.0,16205.61,0.0,0.0,2020-06-30,True,False
4057,H8AL04086,"NEIGHBORS, RICKY",AL,DEMOCRATE,House,present-candidate,04,2020,Challenger,True,17132.89,12467.9,4664.99,0.0,2020-06-30,True,False
4058,S0WV00256,"ROBB, RICHARD ALLEN",WV,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,25832.8,22138.89,2449.23,15000.0,2020-06-10,True,False
4059,H0FL23090,"SPALDING, CARLA A",FL,REPUBLICAN,House,present-candidate,23,2020,Challenger,True,446990.95,296040.67,150950.28,6483.09,2020-07-29,True,False
4060,H0FL23082,"PERELMAN, JENNIFER PILCHICK",FL,DEMOCRATE,House,present-candidate,23,2020,Challenger,True,322029.16,223142.46,90502.78,35100.0,2020-07-29,True,False
4061,H0MN01045,"HAGEDORN, JAMES",MN,REPUBLICAN,House,present-candidate,01,2020,Incumbent,True,1660702.92,712635.21,949159.44,4421.26,2020-07-22,True,False
4062,H0FL27042,"TARRIO, ENRIQUE",FL,REPUBLICAN,House,present-candidate,27,2020,Challenger,True,9526.1,9551.1,0.0,0.0,2020-08-01,True,False
4063,H6PR00082,"GONZALEZ COLON, JENNIFFER",PR,NEW PROGRESSIVE PARTY,House,present-candidate,00,2020,Incumbent,True,933853.02,426380.29,531010.5,0.0,2020-07-20,True,False
4064,H2FL23021,"HASTINGS, ALCEE L",FL,DEMOCRATE,House,present-candidate,20,2020,Incumbent,True,469561.71,376732.47,178361.14,0.0,2020-07-29,True,False
4065,H0NY02259,"KUDLER, ROBERT",NY,REPUBLICAN,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,200000.0,0.0,0.0,2020-07-08,True,False
4066,S0TN00276,"HENRY, JON",TN,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,10179.0,5728.47,4450.53,0.0,2020-07-17,True,False
4067,S0TN00268,"KIMBROUGH, ROBIN",TN,DEMOCRATE,Senate,present-candidate,00,2020,Open seat,True,17350.78,6065.18,1729.73,0.0,2020-07-17,True,False
4068,H0FL03159,"WELLS, AMY POPE",FL,REPUBLICAN,House,present-candidate,03,2020,Open seat,True,217085.9,87968.54,129117.36,116561.79,2020-07-29,True,False
4069,H0VA06044,"BETTS, NICHOLAS",VA,DEMOCRATE,House,present-candidate,06,2020,Challenger,True,11306.5,5908.48,5457.89,0.0,2020-06-30,True,False
4070,H0NJ02205,"FRANCIS, JOHN HULL MR III",NJ,DEMOCRATE,House,present-candidate,02,2020,Challenger,True,14168.2,12610.58,-11298.74,0.0,2020-06-30,True,False
4071,H0WI08125,"STUCK, AMANDA",WI,DEMOCRATE,House,present-candidate,08,2020,Challenger,True,260908.27,185317.69,75590.58,0.0,2020-07-22,True,False
4072,H0MA04184,"MERMELL, JESSE",MA,DEMOCRATE,House,present-candidate,04,2020,Challenger,True,1025503.85,743587.65,281916.2,0.0,2020-08-12,True,False
4073,H0CT02207,"ANDERSON, JUSTIN",CT,REPUBLICAN,House,present-candidate,02,2020,Challenger,True,51733.62,20568.0,31165.62,38385.0,2020-07-22,True,False
4074,H0CA26129,"GOLDEN, CRYSTAL MARIE",CA,REPUBLICAN,House,not-yet-a-candidate,26,2020,Challenger,True,843.65,1146.4,0.0,0.0,2020-06-30,True,False
4075,H8MN03143,"PHILLIPS, DEAN",MN,DEMOCRATIC-FARMER-LABOR,House,present-candidate,03,2020,Incumbent,True,1489525.48,1063664.71,467342.5,250000.0,2020-07-22,True,False
4076,H0WI05113,"FITZGERALD, SCOTT L",WI,REPUBLICAN,House,present-candidate,05,2020,Open seat,True,784647.74,345462.17,439185.57,0.0,2020-07-22,True,False
4077,H0WI01104,"RANDAZZA-PADE, JOSHUA JERRY",WI,DEMOCRATE,House,present-candidate,01,2020,Challenger,True,61643.77,52524.32,9119.45,6000.0,2020-07-22,True,False
4078,S0KY00495,"SHARPENSTEEN, JOHN R",KY,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
4079,H0TX18284,"FORD, JERRY MR. SR.",TX,DEMOCRATE,House,present-candidate,18,2020,Challenger,True,65470.91,22053.02,44217.89,53662.76,2020-07-17,True,False
4080,H0MN04049,"MCCOLLUM, BETTY",MN,DEMOCRATIC-FARMER-LABOR,House,present-candidate,04,2020,Incumbent,True,727300.33,672725.97,160873.83,0.0,2020-07-22,True,False
4081,H8MA02116,"LOVVORN, TRACY LYN",MA,REPUBLICAN,House,present-candidate,02,2020,Challenger,True,12581.0,8590.75,6396.41,29861.81,2020-08-12,True,False
4082,H0MA04259,"HALL, JULIE",MA,REPUBLICAN,House,present-candidate,04,2020,Challenger,True,45328.6,24781.74,20546.86,21500.0,2020-08-12,True,False
4083,H2FL03130,"DODDS, PHILIP BENJAMIN",FL,DEMOCRATE,House,present-candidate,03,2020,Open seat,True,59124.81,21163.36,37961.45,43000.0,2020-07-29,True,False
4084,H0MO01066,"CLAY, WILLIAM LACY JR",MO,DEMOCRATE,House,present-candidate,01,2020,Incumbent,True,743124.84,548289.3,389212.19,0.0,2020-07-15,True,False
4085,S8MA00268,"AYYADURAI, SHIVA DR",MA,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,1716044.7,1377747.39,338648.79,0.0,2020-08-12,True,False
4086,H0WI05121,"DETEMPLE, CLIFFORD JAMES",WI,REPUBLICAN,House,present-candidate,05,2020,Open seat,True,205282.06,61605.13,185901.75,0.0,2020-07-22,True,False
4087,H8MI09118,"LEVIN, ANDY",MI,DEMOCRATE,House,present-candidate,09,2020,Incumbent,True,940536.09,506276.07,453368.15,0.0,2020-07-15,True,False
4088,H8WI01156,"STEIL, BRYAN GEORGE",WI,REPUBLICAN,House,present-candidate,01,2020,Incumbent,True,2537291.85,1086989.13,1476658.42,0.0,2020-07-22,True,False
4089,P00006841,"KOKESH, ADAM",US,LIBERTARIAN PARTY,President,present-candidate,00,2020,Challenger,True,225676.63,225522.73,153.9,10552.39,2020-07-31,True,False
4090,H0MN08156,"NYSTROM, QUINN REABE",MN,DEMOCRATIC-FARMER-LABOR,House,present-candidate,08,2020,Challenger,True,512528.27,270307.58,242220.69,0.0,2020-07-22,True,False
4091,H4MN06087,"EMMER, THOMAS EARL JR.",MN,REPUBLICAN,House,present-candidate,06,2020,Incumbent,True,2101256.82,1212650.07,1070792.71,0.0,2020-07-22,True,False
4092,H0WI07135,"ZUNKER, TRICIA",WI,DEMOCRATE,House,present-candidate,07,2020,Challenger,True,844062.68,731150.41,112912.27,0.0,2020-07-22,True,False
4093,H0NY07118,"KELLY, BRIAN W",NY,REPUBLICAN,House,not-yet-a-candidate,07,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
4094,H0TX04185,"JOHANNESEN, TRACE",TX,REPUBLICAN,House,present-candidate,04,2020,Challenger,True,8754.96,6306.4,2448.56,3702.3,2020-07-19,True,False
4095,H0MA06130,"MCQUILKEN, ANGUS",MA,DEMOCRATE,House,present-candidate,06,2020,Challenger,True,111235.6,79266.45,31969.15,0.0,2020-08-12,True,False
4096,H4MA06090,"MOULTON, SETH",MA,DEMOCRATE,House,present-candidate,06,2020,Incumbent,True,1044524.2,1354043.91,448512.69,0.0,2020-08-12,True,False
4097,H8MA08170,"WU, BRIANNA",MA,DEMOCRATE,House,present-candidate,08,2020,Open seat,True,281958.33,300586.55,0.0,39000.0,2020-09-30,True,False
4098,H2MA09072,"LYNCH, STEPHEN",MA,DEMOCRATE,House,present-candidate,08,2020,Incumbent,True,670688.74,638017.38,1475103.67,0.0,2020-08-12,True,False
4099,H8MA07032,"PRESSLEY, AYANNA",MA,DEMOCRATE,House,present-candidate,07,2020,Incumbent,True,1709117.21,1364987.18,430229.81,0.0,2020-08-12,True,False
4100,S0KS00240,"LINDSTROM, DAVID ALAN",KS,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,714782.28,553129.47,161652.81,165089.65,2020-07-15,True,False
4101,H0MI03316,"SCHOLTEN, HILLARY",MI,DEMOCRATE,House,present-candidate,03,2020,Challenger,True,1066023.77,493989.86,572033.91,0.0,2020-07-15,True,False
4102,H0MN05251,"AL-AQIDI, DALIA",MN,REPUBLICAN,House,present-candidate,05,2020,Challenger,True,182420.69,173743.1,8677.59,18660.11,2020-07-22,True,False
4103,H0TN05382,"HAYNES, KEEDA",TN,DEMOCRATE,House,present-candidate,05,2020,Challenger,True,101250.27,48967.72,52282.55,6740.86,2020-07-17,True,False
4104,H0AZ06084,"GENTLES, KARL E",AZ,DEMOCRATE,House,present-candidate,06,2020,Challenger,True,234354.8,234083.43,271.37,0.0,2020-07-15,True,False
4105,H0CA19173,"DENHAM, JEFF",CA,REPUBLICAN,House,present-candidate,10,2020,Challenger,True,48330.59,89946.08,263951.58,0.0,2020-06-30,True,False
4106,H0MO05208,"DERKS, RYAN",MO,REPUBLICAN,House,present-candidate,05,2020,Challenger,True,19268.65,14930.6,4338.05,0.0,2020-07-15,True,False
4107,H0CA33216,"LIEW, SARAH SUN",CA,REPUBLICAN,House,present-candidate,33,2020,Challenger,True,103050.0,103000.0,50.0,103000.0,2020-06-30,True,False
4108,H0WA06081,"KREISELMAIER, ELIZABETH",WA,REPUBLICAN,House,present-candidate,06,2020,Challenger,True,79185.21,26448.85,52736.36,28380.49,2020-07-15,True,False
4109,H0GA06226,"SMITH, PAULETTE MISS",GA,REPUBLICAN,House,not-yet-a-candidate,06,2020,Challenger,True,4212.5,0.0,9708.92,9553.92,2020-06-30,True,False
4110,H2TN07103,"KUSTOFF, DAVID",TN,REPUBLICAN,House,present-candidate,08,2020,Incumbent,True,1352356.73,679288.9,744968.19,248000.0,2020-07-17,True,False
4111,H0TN02090,"BROWN, CHANCE",TN,DEMOCRATE,House,not-yet-a-candidate,02,2020,Challenger,True,166.8,0.0,166.8,0.0,2020-06-30,True,False
4112,H0NJ09200,"PREMPEH, WILLIAM SREBOE",NJ,REPUBLICAN,House,not-yet-a-candidate,09,2020,Challenger,True,3768.0,3019.74,748.26,0.0,2020-06-30,True,False
4113,H0OR01160,"SIEBE, AMANDA NICOLE MS",OR,DEMOCRATE,House,present-candidate,01,2020,Challenger,True,8794.7,8965.84,5.97,0.0,2020-07-01,True,False
4114,H6TN08250,"STOTTS-PEARSON, ERIKA",TN,DEMOCRATE,House,not-yet-a-candidate,08,2020,Challenger,True,77.39,3.01,1025.05,0.0,2020-07-17,True,False
4115,H6AZ05083,"BIGGS, ANDY MR.",AZ,REPUBLICAN,House,present-candidate,05,2020,Incumbent,True,1005942.49,749288.65,541899.35,40000.0,2020-07-15,True,False
4116,H8TN09114,"BERGMANN, CHARLOTTE",TN,REPUBLICAN,House,present-candidate,09,2020,Challenger,True,74215.63,49275.82,28890.85,51650.56,2020-07-17,True,False
4117,H0IN01218,"SCAIFE, DELANO MICHAEL",IN,REPUBLICAN,House,present-candidate,01,2020,Open seat,True,6805.46,6792.93,12.53,0.0,2020-06-30,True,False
4118,S0TN00185,"FLINN, GEORGE S DR JR",TN,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,4908752.0,4851286.9,57465.1,4908377.0,2020-07-17,True,False
4119,S0GA00591,"JACKSON, DEBORAH A",GA,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,11243.2,7955.59,3487.61,5220.0,2020-06-30,True,False
4120,H0MI11111,"WILLIAMS, WHITTNEY",MI,REPUBLICAN,House,present-candidate,11,2020,Challenger,True,118636.85,109022.82,9614.03,31139.75,2020-07-19,True,False
4121,H0KS01214,"DAVIS, CHRISTY",KS,DEMOCRATE,House,present-candidate,01,2020,Open seat,True,90920.85,81124.8,9796.02,4800.0,2020-07-15,True,False
4122,H0NY05070,"CHOWDHURY, SHANIYAT",NY,DEMOCRATE,House,present-candidate,05,2020,Challenger,True,123282.68,137188.29,-13890.61,0.0,2020-06-30,True,False
4123,H8WA01077,"BEELER, JEFFREY ALLEN SR.",WA,REPUBLICAN,House,present-candidate,01,2020,Challenger,True,33495.64,27040.42,10804.5,0.0,2020-07-15,True,False
4124,H0NY14239,"HERNANDEZ, MIGUEL",NY,REPUBLICAN,House,present-candidate,14,2020,Challenger,True,25310.64,25371.95,658.69,0.0,2020-06-30,True,False
4125,H0NV02209,"ACKERMAN, PATRICIA GERALDENE MS.",NV,DEMOCRATE,House,present-candidate,02,2020,Challenger,True,118237.22,82768.04,35599.18,17700.0,2020-06-30,True,False
4126,S0KY00461,"JAMES, NAREN",KY,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,50070.0,66990.05,-16000.0,0.0,2020-06-30,True,False
4127,P00015537,"SIMMONS, JADE",US,UNAFFILIATED,President,present-candidate,00,2020,Challenger,True,42287.51,51362.21,-5614.71,30422.0,2020-06-30,True,False
4128,H0WA10018,"COLLINS, JOSHUA",WA,WRITE-IN,House,present-candidate,10,2020,Open seat,True,249064.82,238657.91,19883.46,0.0,2020-07-15,True,False
4129,H8NY27176,"MCMURRAY, NATHAN",NY,DEMOCRATE,House,present-candidate,27,2020,Challenger,True,804017.86,574979.9,252581.27,0.0,2020-07-13,True,False
4130,H2TN05131,"COOPER, JAMES H.S.",TN,DEMOCRATE,House,present-candidate,05,2020,Incumbent,True,692193.2,746948.76,613740.73,0.0,2020-07-17,True,False
4131,H0SC02087,"SINHA, VIRESH M",SC,DEMOCRATE,House,not-yet-a-candidate,02,2020,Challenger,False,0.0,0.0,0.0,0.0,2020-05-26,True,False
4132,H0NY16143,"BOWMAN, JAMAAL",NY,DEMOCRATE,House,present-candidate,16,2020,Challenger,True,2341960.53,2203194.25,138766.28,0.0,2020-06-30,True,False
4133,H0PA13114,"ROWLEY, TODD",PA,DEMOCRATE,House,present-candidate,13,2020,Challenger,True,29168.0,21416.4,4060.5,0.0,2020-06-30,True,False
4134,H0GA05293,"MOSELEY, EDWARD LAVENDER",GA,DEMOCRATE,House,not-yet-a-candidate,05,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
4135,H0IL07175,"SCHANBACHER, KRISTINE",IL,DEMOCRATE,House,present-candidate,07,2020,Challenger,True,438780.19,437978.31,801.88,58381.8,2020-06-30,True,False
4136,H0FL06103,"CURTIS, CLINT",FL,DEMOCRATE,House,present-candidate,06,2020,Challenger,True,13882.76,12109.68,1773.08,9100.0,2020-07-29,True,False
4137,P60011517,"BERRY, JOEY",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,2020-06-30,True,False
4138,H0CA45129,"SPARKS, LISA",CA,REPUBLICAN,House,present-candidate,45,2020,Challenger,True,519919.43,519919.43,0.0,0.0,2020-06-30,True,False
4139,P00013482,"HORN, LAWRENCE ROBERT",US,REPUBLICAN,President,present-candidate,00,2020,Challenger,True,5020.0,5041.39,2019.04,0.0,2020-03-31,True,False
4140,H8CA50163,"WELLS, WILLIAM DANIEL",CA,REPUBLICAN,House,present-candidate,50,2020,Open seat,True,53069.0,50779.35,8582.36,0.0,2020-06-30,True,False
4141,S8NM00200,"RICH, MICK",NM,REPUBLICAN,Senate,prior-candidate,00,2020,Open seat,True,265440.67,266621.67,97.45,118800.0,2020-06-30,True,False
4142,P00014209,"BLANKENSHIP, DON",US,CONSTITUTION PARTY,President,present-candidate,00,2020,Challenger,True,41025.0,33026.9,7998.1,50584.66,2020-07-31,True,False
4143,H2NV02205,"HANSEN, JANINE",NV,INDEPENDENT AMERICAN PARTY,House,not-yet-a-candidate,02,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
4144,H8CA32088,"SCOTT, JOSHUA",CA,REPUBLICAN,House,present-candidate,32,2020,Challenger,True,5217.41,4974.51,1021.71,3825.0,2020-06-30,True,False
4145,S4WV00241,"BUTCHER, LARRY EUGENE",WV,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
4146,P00010454,"INSLEE, JAY R",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,True,6942574.55,6896450.21,46124.34,0.0,2020-06-30,True,False
4147,H8OH13154,"LYRAS, LOUIS GEORGE",OH,REPUBLICAN,House,present-candidate,13,2020,Challenger,True,122915.31,127576.19,1431.72,147030.99,2020-06-30,True,False
4148,H0FL24205,"SPICER, LAVERN",FL,REPUBLICAN,House,present-candidate,24,2020,Challenger,True,23546.76,20889.27,2657.49,15800.0,2020-07-29,True,False
4149,H0NM03177,"TISDEL, KYLE J.",NM,DEMOCRATE,House,present-candidate,03,2020,Open seat,True,73455.82,73455.82,0.0,0.0,2020-06-20,True,False
4150,H0FL04157,"DEEGAN, DONNA",FL,DEMOCRATE,House,present-candidate,04,2020,Challenger,True,645857.93,348774.8,297083.13,0.0,2020-07-29,True,False
4151,H0TX20132,"DINA, DOMINICK ANDREW SR.",TX,REPUBLICAN,House,present-candidate,20,2020,Challenger,True,19361.5,17758.42,1603.08,7500.0,2020-06-30,True,False
4152,H0MO05182,"SALAZAR, MAITE GABRIELLE",MO,DEMOCRATE,House,present-candidate,05,2020,Challenger,True,27985.93,27421.32,564.61,350.0,2020-07-20,True,False
4153,H0MN05186,"KELLEY, CHRIS MR.",MN,INDEPENDENCE PARTY,House,present-candidate,05,2020,Challenger,True,249787.84,249787.84,0.0,0.0,2020-07-02,True,False
4154,S0TN00169,"HAGERTY, BILL",TN,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,12330318.1,9659362.67,2670955.43,2500000.0,2020-07-17,True,False
4155,H0TX13103,"SNIDER, VANCE NEAL MR. II",TX,REPUBLICAN,House,present-candidate,13,2020,Open seat,True,45386.88,45406.88,0.0,0.0,2020-07-05,True,False
4156,H4AS00036,"AMATA, AUMUA",AS,REPUBLICAN,House,present-candidate,00,2020,Incumbent,True,25126.15,24147.69,1895.44,0.0,2020-06-30,True,False
4157,H0GA09212,"WILKINSON, JOHN",GA,REPUBLICAN,House,present-candidate,09,2020,Open seat,True,174743.0,174743.0,0.0,0.0,2020-07-07,True,False
4158,H0MA01073,"CAIN, JOHN",MA,REPUBLICAN,House,present-candidate,01,2020,Challenger,True,11021.16,11021.16,0.0,0.0,2020-05-11,True,False
4159,P00009167,"BRAINARD, CHRISTOPHER",US,REPUBLICAN,President,present-candidate,00,2020,Challenger,True,101225.45,101220.9,4.55,0.0,2020-06-30,True,False
4160,H0KS03244,"FOSTER, ADRIENNE",KS,REPUBLICAN,House,present-candidate,03,2020,Challenger,True,381203.49,346325.3,34878.19,0.0,2020-07-15,True,False
4161,H0CO02209,"JOHNSON, ALEX",CO,INDEPENDENT,House,not-yet-a-candidate,02,2020,Challenger,True,4531.88,3809.97,721.91,3381.8,2020-06-30,True,False
4162,H0WI07127,"CHURCH, JASON",WI,REPUBLICAN,House,present-candidate,07,2020,Challenger,True,808622.16,807999.69,622.47,0.0,2020-06-30,True,False
4163,H6AL02159,"ROGERS, ROBERT L",AL,REPUBLICAN,House,present-candidate,02,2020,Open seat,True,23574.69,17129.67,830.28,4041.0,2020-03-31,True,False
4164,H8CA40206,"CORTES BARRAGAN, RODOLFO",CA,GREEN PARTY,House,present-candidate,40,2020,Challenger,True,5564.14,5531.89,144.33,0.0,2020-06-30,True,False
4165,H0IL10377,"BROAD, ADAM",IL,DEMOCRATE,House,present-candidate,10,2020,Challenger,True,7625.66,7625.66,0.0,0.0,2020-06-16,True,False
4166,S0TN00284,"PICKRELL, MARK",TN,DEMOCRATE,Senate,present-candidate,00,2020,Open seat,True,35423.09,37921.43,4995.28,0.0,2020-07-17,True,False
4167,H0MO03203,"OGLESBY, DENNIS",MO,DEMOCRATE,House,present-candidate,03,2020,Challenger,True,17053.05,17153.15,0.0,0.0,2020-08-07,True,False
4168,H0CA53248,"SANTORI, SUZETTE",CA,DEMOCRATE,House,present-candidate,53,2020,Open seat,True,6215.1,6215.1,0.0,5756.62,2020-03-18,True,False
4169,H0TX11255,"TUCKER, ROBERT W.",TX,REPUBLICAN,House,not-yet-a-candidate,11,2020,Open seat,True,665.5,625.97,909.5,3925.47,2020-03-31,True,False
4170,H0NY01210,"FISCHER, GREGORY-JOHN",NY,DEMOCRATE,House,not-yet-a-candidate,01,2020,Challenger,True,100.0,0.0,100.0,100.0,2020-06-03,True,False
4171,H6WI08155,"GALLAGHER, MICHAEL JOHN",WI,REPUBLICAN,House,present-candidate,08,2020,Incumbent,True,2472150.77,1211735.04,2068673.23,0.0,2020-07-22,True,False
4172,H8WI09050,"SENSENBRENNER, F. JAMES JR.",WI,REPUBLICAN,House,present-candidate,05,2020,Open seat,True,63155.09,134311.61,283940.05,0.0,2020-06-30,True,False
4173,H0FL13141,"BECKER, MATT",FL,REPUBLICAN,House,present-candidate,13,2020,Challenger,True,84539.03,118631.31,0.0,0.0,2020-08-19,True,False
4174,H8MA02041,"NEAL, RICHARD E MR.",MA,DEMOCRATE,House,present-candidate,01,2020,Incumbent,True,3764220.94,4313912.29,2758610.91,0.0,2020-08-12,True,False
4175,H0GA07315,"TSENG, AMIDA JACQUELINE",GA,REPUBLICAN,House,present-candidate,07,2020,Open seat,True,32613.67,32613.67,0.0,0.0,2020-06-17,True,False
4176,S0NC00343,"SMITH, ERICA DANETTE",NC,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,239335.94,183113.33,56222.61,4294.0,2020-06-30,True,False
4177,P00017095,"LAMBERTH, SHAWN MR",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
4178,H0FL21136,"BLUEMLING, MICHAEL JOSEPH JR",FL,REPUBLICAN,House,present-candidate,21,2020,Challenger,True,5430.83,6265.95,0.0,0.0,2020-12-31,True,False
4179,S4TX00433,"STOVALL, DWAYNE",TX,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,113329.67,111269.77,770.07,0.0,2020-05-06,True,False
4180,H0GA10269,"FERGUSON, ANDREW",GA,DEMOCRATE,House,present-candidate,10,2020,Challenger,True,19901.51,19901.51,0.0,0.0,2020-06-30,True,False
4181,H8OH11141,"FUDGE, MARCIA L.",OH,DEMOCRATE,House,present-candidate,11,2020,Incumbent,True,551686.49,378590.82,1096680.81,0.0,2020-06-30,True,False
4182,H0NC11258,"DRISCOLL, DAN",NC,REPUBLICAN,House,present-candidate,11,2020,Open seat,True,223668.0,222877.61,790.39,0.0,2020-06-30,True,False
4183,H0MI03266,"NORTON, THOMAS JOHN",MI,REPUBLICAN,House,present-candidate,03,2020,Challenger,True,35005.87,33245.48,1760.39,73729.06,2020-07-15,True,False
4184,H0IN03230,"COLDIRON, CHIP WINTER MR.",IN,DEMOCRATE,House,present-candidate,03,2020,Challenger,True,9579.68,5269.76,4392.71,1208.8,2020-06-30,True,False
4185,S0MT00090,"COLLINS, WILMOT JAMES",MT,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,281852.33,281852.33,0.0,0.0,2020-05-06,True,False
4186,S4CO00395,"GARDNER, CORY",CO,REPUBLICAN,Senate,present-candidate,00,2020,Incumbent,True,17212854.75,6801560.28,10688348.39,0.0,2020-07-24,True,False
4187,H0AZ01259,"GOSAR, PAUL DR.",AZ,REPUBLICAN,House,present-candidate,04,2020,Incumbent,True,395964.65,380809.18,136355.05,0.0,2020-07-15,True,False
4188,P00016881,"MAY, KEITH DENIS MR",US,INDEPENDENCE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
4189,P00008573,"SIMPSON, GLENN SCOTT ALLISTAIR MR.",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,False,0.0,11074.0,0.0,0.0,2020-06-30,True,False
4190,S8TX00459,"TZINTZUN RAMIREZ, CRISTINA",TX,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,1218354.08,1157052.72,61301.36,0.0,2020-06-30,True,False
4191,H0IN01283,"CASTRO, CARRIE",IN,DEMOCRATE,House,not-yet-a-candidate,01,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
4192,H8MN06096,"TODD, IAN ANDREW",MN,DEMOCRATIC-FARMER-LABOR,House,present-candidate,06,2020,Challenger,True,13845.44,11460.79,-797.95,0.0,2020-03-31,True,False
4193,P00013094,"MOYOWASIFZA-CURRY, SEDINAM KINAMO CHRI",US,GREEN PARTY,President,present-candidate,00,2020,Challenger,True,7129.76,2619.51,4635.25,0.0,2020-06-30,True,False
4194,H0NY24063,"CONOLE, FRANCIS",NY,DEMOCRATE,House,present-candidate,24,2020,Challenger,True,960755.31,829021.78,131733.53,61719.75,2020-06-30,True,False
4195,S0IL00618,"MALOUF, DANIEL",IL,LIBERTARIAN PARTY,Senate,present-candidate,00,2020,Challenger,True,7634.0,5210.17,2423.83,0.0,2020-06-30,True,False
4196,H0NY02200,"LALOTA, NICHOLAS JOSEPH",NY,REPUBLICAN,House,present-candidate,02,2020,Open seat,True,164801.42,161374.26,3427.16,0.0,2020-06-30,True,False
4197,H0MT00090,"WINTER, THOMAS",MT,DEMOCRATE,House,present-candidate,00,2020,Open seat,True,374924.21,373918.44,1005.77,0.0,2020-06-30,True,False
4198,H0OH10124,"FLANDERS, KATHI",OH,REPUBLICAN,House,present-candidate,10,2020,Challenger,True,11487.25,9149.77,555.31,0.0,2020-04-28,True,False
4199,S0KY00438,"TOBIN, MARY ANN",KY,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,317837.5,316441.63,1395.87,176468.75,2020-06-30,True,False
4200,H0WA04136,"WRIGHT, TRACY JUSTICE",WA,REPUBLICAN,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,2020-06-30,True,False
4201,S0WY00186,"HOLTHUS, ROLLAND SCOTT MR",WY,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Open seat,True,4291.94,4291.94,0.0,4291.94,2020-07-07,True,False
4202,H0MD05225,"PALOMBI, CHRISTOPHER",MD,REPUBLICAN,House,present-candidate,05,2020,Challenger,True,8696.13,6273.26,2422.87,0.0,2020-06-30,True,False
4203,H0SD01094,"MARTY MAY, ELIZABETH",SD,REPUBLICAN,House,present-candidate,00,2020,Challenger,True,63028.71,62851.08,177.63,12353.33,2020-06-30,True,False
4204,H4TX04153,"RATCLIFFE, JOHN L",TX,REPUBLICAN,House,present-candidate,04,2020,Incumbent,True,544358.08,500326.25,403035.78,0.0,2020-06-30,True,False
4205,H4TX13014,"THORNBERRY, MAC",TX,REPUBLICAN,House,present-candidate,13,2020,Incumbent,True,483421.38,464665.09,476853.77,0.0,2020-06-30,True,False
4206,H0CA29131,"GUZIK, MICHAEL R",CA,DEMOCRATE,House,not-yet-a-candidate,29,2020,Challenger,True,2505.0,2505.0,0.0,0.0,2020-03-31,True,False
4207,H0TX14184,"THOMAS, ROBERT",TX,DEMOCRATE,House,not-yet-a-candidate,14,2020,Challenger,True,2812.57,2808.32,4.25,0.0,2020-03-20,True,False
4208,H0MN02142,"BARR, REGINA",MN,REPUBLICAN,House,present-candidate,02,2020,Challenger,True,59697.54,59697.54,0.0,0.0,2020-05-31,True,False
4209,S0ME00145,"LAJEUNESSE, ROSS",ME,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,791079.29,791079.29,0.0,0.0,2020-04-29,True,False
